,index,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_MODALIDADE_ENSINO,CO_COR_RACA_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,CO_UF_NASCIMENTO,DT_INGRESSO_CURSO,IN_FINANC_ESTUDANTIL,IN_ING_CONVENIO_PECG,IN_SEXO_ALUNO,IN_MOBILIDADE_ACADEMICA,NO_OCDE_AREA_GERAL
"11168,daebb1fbd09d2d7e8a9dd782917795fc499911e9,2.0,1.0,4.0,1.0,1.0,0.0,1998,4,2,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11178,22a62e83f107f315b671d1cf6e92affb75a21b27,5.0,2.0,3.0,1.0,1.0,1.0,1991,7,13,42.0,2011-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11180,36ae94a777a82ae0f32e31727a8be5dc9dc1e786,5.0,2.0,3.0,1.0,1.0,1.0,1994,9,8,42.0,2016-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11186,be998ce5303519432e142a8f50062e3c917ea09f,5.0,1.0,3.0,1.0,1.0,0.0,1993,10,5,42.0,2014-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11189,8f0b5c4426734ddd05da79f692c6e02b365e31b3,4.0,3.0,3.0,1.0,1.0,1.0,1980,11,14,,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11193,1c7c56c7bebf39b0de72a6c6fd7d89e006de122a,1.0,1.0,4.0,1.0,1.0,1.0,1991,4,9,42.0,2009-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11196,fd36266d72415db45cd119934c63c044c2e63eb6,1.0,1.0,4.0,1.0,1.0,4.0,1993,3,30,31.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11202,2d4ea469cc63ba78d03a6722526f2b2ed4262e7d,2.0,1.0,4.0,1.0,1.0,1.0,1996,9,21,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11203,9fdca3da4b24ebc9d51bbe6c66f3c608bc843a9b,1.0,1.0,4.0,1.0,1.0,1.0,1998,9,16,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11213,04372dc065bc038d7e7d377459bacbcd360bb552,2.0,1.0,4.0,1.0,1.0,1.0,1993,7,2,42.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11215,154f2d6fcb7f9aea40360f0aa64e9ad8dc612d5f,5.0,1.0,3.0,1.0,1.0,1.0,1998,4,3,42.0,2015-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11216,8043f1c24cd981efd389a22a578c7c1fd7eddda3,5.0,1.0,1.0,1.0,1.0,1.0,1996,10,5,42.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11217,5f6260aba8061bea88bd986c80f0abe5350c33b0,1.0,1.0,4.0,1.0,1.0,1.0,1998,3,6,41.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11228,8840c611441a1905bf12596d021204d96ccfd480,1.0,1.0,4.0,1.0,1.0,1.0,1991,1,3,43.0,2009-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"11229,3bf10b89e2923ffff8390d81cac8f69291b6ba58,2.0,1.0,3.0,1.0,1.0,1.0,1982,11,1,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11237,e444e7302f10bad92e2fee6abbbe8394b6c4e9aa,5.0,2.0,3.0,1.0,1.0,1.0,1990,4,4,42.0,2012-01-07,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11239,feaf82d8a74fada8399bfaf941fd55f0e3429697,1.0,1.0,4.0,1.0,1.0,1.0,1998,1,7,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11240,8363ff965342ec93dd259bfa946293fdc7907232,2.0,1.0,4.0,1.0,1.0,1.0,1996,11,27,33.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11241,b2df01123541dee8c24f0b1fac741a8e461f7b5e,5.0,1.0,1.0,1.0,1.0,0.0,1994,2,14,42.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11242,57e9144c294981eb1cc99717a9f183de58d98377,5.0,2.0,3.0,1.0,1.0,1.0,1996,3,1,42.0,2013-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11243,3284adbdcc55dbed2e4e3f0d73e528320c8306ba,5.0,1.0,3.0,1.0,1.0,0.0,1988,6,8,,2010-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11246,11a1f126cb715f60cbc2db97d7fb0dcc596905fc,1.0,1.0,4.0,1.0,1.0,1.0,1994,10,13,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11247,2e59f23d9acaf8cc70adc1c8d44595f6d184ceec,5.0,2.0,3.0,1.0,1.0,1.0,1996,4,7,42.0,2014-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11248,93d96085377a5be889211f8001215d8088eb683e,1.0,1.0,4.0,1.0,1.0,1.0,1994,9,2,42.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11252,c8dbed1b4cb3510c95a79e70607457a9990aa948,5.0,2.0,3.0,1.0,1.0,1.0,1996,7,22,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11254,550d470302b93a7bdf308badeadd707c4cac1983,1.0,4.0,4.0,1.0,1.0,0.0,1998,5,25,42.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"11255,c1cab0c9e5dfb59731def4bbd36fa492edad3885,2.0,1.0,4.0,1.0,1.0,3.0,1995,1,25,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11256,551c9c4115f295c3a46d70fd4904fb337358b5c4,2.0,1.0,4.0,1.0,1.0,1.0,1991,6,11,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11261,d5479aa5cb007de798ba11516fd20d9004358959,5.0,2.0,3.0,1.0,1.0,3.0,1986,4,3,42.0,2013-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11262,3f0ecbc130445d0e3b52f84421ca66699a1a5d68,5.0,2.0,1.0,1.0,1.0,1.0,1997,7,22,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11263,04104523be5f14d5dff663099af42ae2b7240b70,1.0,1.0,4.0,1.0,1.0,4.0,1995,1,9,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11265,52ac06a54fc677b7b37e81a848882ac8aa2f8c5f,5.0,2.0,3.0,1.0,1.0,1.0,1991,1,24,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11269,b4900563476bb421fa9870f34d8b90562f5954f1,2.0,1.0,4.0,1.0,1.0,1.0,1987,9,15,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11274,722a146835aadedcd9388a045e5ebaf5c24f9bb3,5.0,3.0,3.0,3.0,1.0,1.0,1991,11,13,42.0,2016-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"11280,81d7e2e89c7a053d93cf0d75e5fa021e5e53a543,2.0,1.0,4.0,1.0,1.0,0.0,1978,2,14,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11285,574dad62656e83ae0365f3a394d1c43ff94c4b3e,1.0,1.0,4.0,1.0,1.0,1.0,1995,11,23,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11286,3785f520a3a16d7e56eb74c9cd486f485704a985,1.0,1.0,4.0,1.0,1.0,3.0,1998,4,17,35.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11288,0b7ccc8475714f842d8106114a711ecf0cbfe9ff,1.0,4.0,3.0,3.0,1.0,1.0,1989,5,9,42.0,2012-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"11289,e60210b38d32d5d320e3c19b63af2984d7ac047b,4.0,3.0,3.0,1.0,1.0,1.0,1992,3,27,,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11294,1ccc356e2545cfd84dc10ae70133253fdc5b0600,1.0,1.0,4.0,1.0,1.0,1.0,1997,9,12,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11298,6564bfd1db1b391b41a02bf430151265bba4b96d,1.0,1.0,4.0,1.0,1.0,1.0,1997,8,11,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11299,0846fd716719fef4b7bf5948e7c7989a7c7d8f2f,4.0,3.0,3.0,1.0,1.0,0.0,1995,10,13,,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11305,bac5be0c8e19398869a81755a72e4b7538e47fd6,1.0,1.0,4.0,1.0,1.0,1.0,1990,3,1,,2011-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"11308,53099bf7550e235e2032535ef0dc869558a20645,1.0,1.0,4.0,1.0,1.0,3.0,1992,1,21,43.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11309,df1ce71bdccbcb24c556c13a5de768f8153b55f5,1.0,1.0,4.0,1.0,1.0,3.0,1997,2,5,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11311,6cbb54cc7446468fde06201c1f38e420ea800665,1.0,4.0,3.0,3.0,1.0,2.0,1987,6,16,42.0,2014-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"11312,f01a0b76f3edb7a3c95c09e9fab8be1e45dea0d2,5.0,2.0,3.0,1.0,1.0,1.0,1984,6,15,42.0,2008-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11313,921c3c1feaa86dfe0b673bd6995f7aece8d4e751,2.0,1.0,4.0,1.0,1.0,1.0,1997,5,1,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11323,664b09faa5d46aca2da15d39b87e36898319e94f,4.0,3.0,3.0,1.0,1.0,0.0,1973,7,8,,2012-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11327,3d471d9190944258d4e7733aa32612a5b1356b00,5.0,2.0,3.0,1.0,1.0,1.0,1989,8,6,42.0,2011-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11331,bdee4444dd66ba56fd6cf00e697f57717bb85e08,1.0,1.0,4.0,1.0,1.0,1.0,1989,10,9,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11338,13d00a1c9fcd695759e1433efeb9e81fa0391d14,1.0,1.0,4.0,1.0,1.0,1.0,1996,2,15,41.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11347,59aba45fb6f0dc4e1c763a0f46eafbd0f0fbad67,5.0,2.0,3.0,1.0,1.0,1.0,1997,8,22,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11349,23759488f7676299d3016ad5526e9ba2b67c7eed,1.0,1.0,4.0,1.0,1.0,1.0,1993,7,12,42.0,2010-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11353,7c90c4a46e3c43982c753831f8607dfe79872a36,5.0,2.0,1.0,1.0,1.0,1.0,1995,6,29,42.0,2013-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11356,54aadbb7529b3c030ea616554e1f22734c9d7a95,5.0,3.0,1.0,3.0,1.0,0.0,1993,11,7,42.0,2013-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"11357,28786488e7418a2ce2fa1ab7fc31393c41935ef9,2.0,1.0,4.0,1.0,1.0,1.0,1997,6,7,41.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11358,7bbafed3199141eeadba60aedef675054af1bfee,5.0,3.0,3.0,3.0,1.0,1.0,1997,9,7,42.0,2016-01-01,0.0,,1.0,0.0,""Engenharia, produção e construção"""
"11363,7d117203531e38e7898f72fdf3ee30686dd82e40,1.0,1.0,4.0,1.0,1.0,1.0,1994,4,3,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11367,8d122ec51cef8f5079dc7d263b22c4bf05762359,1.0,4.0,4.0,1.0,1.0,1.0,1990,3,6,31.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"11373,d0b160d59d11bacab38b4fabbd0c5ab09e4fe866,5.0,2.0,3.0,1.0,1.0,1.0,1997,7,4,42.0,2015-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11375,fff604052be8ea8f94e1561fbc20e8b84358fdb9,5.0,2.0,1.0,1.0,1.0,1.0,1997,2,7,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11379,e393e786da2b33765d9146162eb04f6286672d44,5.0,2.0,3.0,1.0,1.0,1.0,1996,7,3,35.0,2016-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11380,aa10a5267fdea759a1b9add224a978fb3172ad27,5.0,1.0,3.0,1.0,1.0,0.0,1978,6,6,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11386,5ec601bb0ea6bee6de1bfbe2eebc1215db20391b,1.0,4.0,3.0,3.0,1.0,0.0,1975,11,7,42.0,2013-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"11388,65453f8f0f003669a7b6e55498c0f169c03dc353,5.0,2.0,3.0,1.0,1.0,3.0,1994,12,3,42.0,2014-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11389,1d1036b811bd0648bde4b6d69fca64c25b0ecc48,2.0,1.0,3.0,1.0,1.0,1.0,1995,7,19,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11390,056446b72780b4889af48169ce4e612252ba575c,1.0,1.0,4.0,1.0,1.0,1.0,1995,4,13,31.0,2013-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"11403,647bd7b1aca1880530e1e7dfecf3a12d0191e4a3,1.0,4.0,3.0,1.0,1.0,1.0,1988,8,23,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"11404,b4fd74e703c52dfd5b36a8f29fb135b864ce15fe,2.0,1.0,4.0,1.0,1.0,1.0,1994,9,2,42.0,2013-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11406,0d534199b93c6afce1e6144ebfaece8f1b794cf2,5.0,1.0,3.0,1.0,1.0,1.0,1991,5,5,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11407,3c511af09ae1925709f6aad3e043984aaee5bd3a,1.0,1.0,4.0,1.0,1.0,1.0,1991,1,12,35.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11410,7250b4dfe6dbfe1ffb078d640aec956634a60358,1.0,1.0,4.0,1.0,1.0,1.0,1992,5,22,42.0,2011-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11412,f8c19ff8b0404f2224a1826f6741a01428d3a453,1.0,1.0,4.0,1.0,1.0,1.0,1997,4,1,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11418,7fd305ab0ccd31fca8fd35ce8c8c3cbf10415b6f,5.0,2.0,1.0,1.0,1.0,1.0,1982,11,12,42.0,2011-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11419,573d97ee313c2caaee13fb3e6341be8378610b01,2.0,1.0,4.0,1.0,1.0,2.0,1993,5,3,53.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11420,81a05578c2d456a19c3c07a7730ea0023e6386ad,1.0,1.0,4.0,1.0,1.0,1.0,1990,11,13,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11425,713a550dc08c0c9d2b77853e175562140067a73f,5.0,2.0,1.0,1.0,1.0,1.0,1995,1,20,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11427,5beb1a9c9d4db542cf817c2f41981e021f7fd5c5,2.0,1.0,4.0,1.0,1.0,2.0,1993,12,28,35.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11432,0112d9270d3af3f101308db2c74d031b71c4716c,1.0,1.0,4.0,1.0,1.0,2.0,1992,11,15,,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11435,c71c630dd331289b6b37b59ec68f12677e3e47ac,5.0,2.0,3.0,1.0,1.0,1.0,1997,1,11,42.0,2015-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11441,5c66a3154e19388d9e111c88eb0d86962cdad9a2,5.0,2.0,3.0,1.0,1.0,1.0,1994,5,30,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11442,d6a5e7a10494fdf5a77415299bc09190fb0af077,1.0,1.0,4.0,1.0,1.0,1.0,1994,6,9,42.0,2013-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11457,a3b1e251d699c8ebd5780961587c63d553295577,2.0,1.0,4.0,1.0,1.0,1.0,1998,10,21,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11467,50fa8e717cb7502a843ee3d3eeb951eec8256f93,5.0,2.0,1.0,1.0,1.0,1.0,1994,11,21,42.0,2013-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11471,b7942a7ce669e86acc904815110b2f9560401334,1.0,1.0,4.0,1.0,1.0,2.0,1998,5,31,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11472,f17b0a558f804febc79923f4301a0d3e810a2e26,1.0,1.0,4.0,1.0,1.0,1.0,1994,6,6,42.0,2016-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11483,5acfdc3ca839c2b31567718d5f8e2a21549d80c3,1.0,1.0,4.0,1.0,1.0,1.0,1995,8,23,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11484,4677fc53b4eb750595668ab3851172facf3c9a07,1.0,1.0,4.0,1.0,1.0,1.0,1995,10,22,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11493,eeb95a4470a59382be330a5617d330bb1d091ca5,4.0,3.0,3.0,1.0,1.0,0.0,1994,1,25,,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11498,d336fae79340413861da9efb5f5d314fc5a7e928,1.0,1.0,4.0,1.0,1.0,2.0,1991,11,28,42.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11504,b6ae079c629dfe35fab74bc9080d272f1c387533,1.0,1.0,4.0,1.0,1.0,1.0,1998,10,13,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11505,ffffd0489f447031005ebdd65683fef70c051dd4,1.0,1.0,4.0,1.0,1.0,3.0,1992,9,2,43.0,2015-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"11507,96153b4d022c23226125eabf30b0db49f5839525,1.0,1.0,4.0,1.0,1.0,2.0,1996,5,22,52.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11515,add7706ffd7744ad8a93cd92c5519d5cdd6708e7,5.0,3.0,3.0,3.0,1.0,0.0,1988,7,16,42.0,2013-01-01,0.0,,1.0,0.0,""Engenharia, produção e construção"""
"11520,089551a8f96ebe922d3480430a053a1377609c94,1.0,1.0,4.0,1.0,1.0,3.0,1990,4,23,33.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11526,569818fd597b4ea0235e90957c3819c132daf1d7,5.0,2.0,1.0,1.0,1.0,1.0,1996,10,11,41.0,2014-01-07,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11529,205619750e518fb40309efc717c4eef4c3166540,5.0,2.0,1.0,1.0,1.0,1.0,1995,7,20,42.0,2016-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11530,597a81fea437240458b9a7d26134609e111110af,4.0,3.0,3.0,1.0,1.0,1.0,1985,4,9,,2013-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11535,c8993ba7d3a2597c7c153b9c010ce5cd8c523c8c,1.0,1.0,4.0,1.0,1.0,1.0,1992,6,13,42.0,2015-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11536,0ea96199f7c74df3381eee24e8dd7878f8c74eef,2.0,1.0,3.0,1.0,1.0,1.0,1984,8,4,42.0,2005-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11537,55bb5c0799acd500e51b2b363df5aef39214fe23,1.0,1.0,4.0,1.0,1.0,1.0,1995,9,26,35.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11538,d603739403a398115685705d33e6c8873d9d427c,1.0,1.0,4.0,1.0,1.0,1.0,1997,10,2,41.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11539,fee86f0ff42e01e4f226670118f0345b90f4df54,5.0,2.0,3.0,1.0,1.0,1.0,1989,3,14,42.0,2010-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11545,d5a0aa64ba59090662461db693c8981d9704b1e5,5.0,1.0,1.0,1.0,1.0,0.0,1994,11,27,42.0,2016-01-01,0.0,0.0,1.0,1.0,""Engenharia, produção e construção"""
"11551,ae91380e5187f3702582f8b67a239ca2b6ea1731,1.0,4.0,1.0,1.0,1.0,1.0,1989,9,27,,2014-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"11553,0eaee9148a2e1c684d87e7a160c0ce3064aa4bd6,4.0,3.0,3.0,1.0,1.0,0.0,1996,7,13,,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11554,eae428ced217c146f03b93373500eda4fc775ec2,4.0,3.0,3.0,1.0,1.0,2.0,1995,7,15,,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11557,12280248daca72a2d027d3fd1a4e09c75e02705d,1.0,1.0,4.0,1.0,1.0,1.0,1991,2,5,35.0,2009-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"11559,13ff33023d921b0fb4914d1dec1b460a5a3645db,1.0,1.0,4.0,1.0,1.0,1.0,1992,11,29,42.0,2014-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"11560,983c4c8305d107a0d59f914444f97792e34c2b51,4.0,3.0,3.0,1.0,1.0,1.0,1982,1,16,,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11562,5601cabb3cad574d29139948ba45eaebfc451edb,5.0,1.0,3.0,1.0,1.0,3.0,1993,3,3,31.0,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11564,fbea9031aa319d9abfa39f1d170c1212f527c802,2.0,1.0,3.0,1.0,1.0,1.0,1991,3,26,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11568,2e1187075a74b78351c2244aca10718dc52afa25,5.0,2.0,1.0,1.0,1.0,3.0,1997,5,13,41.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11569,e75690e3fd5c97e333a0f0692d3f9c4fad372902,5.0,2.0,3.0,1.0,1.0,1.0,1996,4,19,42.0,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11571,ba44bab61df81ad3d9bdb043688cde678012d2d3,1.0,4.0,3.0,3.0,1.0,0.0,1992,12,6,42.0,2014-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"11574,3c9dfc7611fa91f393e5cef349f6a6b85c48c6d0,2.0,1.0,3.0,1.0,1.0,1.0,1991,7,12,42.0,2010-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11580,62271ba984e0215d8ad4458521ca3d0341f74d66,5.0,2.0,3.0,1.0,1.0,1.0,1988,4,9,42.0,2011-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11584,33ba0fd9b2672435ad27bb24ba18df3f127c4191,2.0,1.0,4.0,1.0,1.0,1.0,1980,6,2,41.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11586,9256005362f5eea82b555cac7f437355598959a3,2.0,1.0,4.0,1.0,1.0,1.0,1993,5,3,42.0,2011-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11593,5b11f0c7945b6d6e5281520836ea16127edcb027,2.0,1.0,4.0,1.0,1.0,1.0,1992,11,11,42.0,2010-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11596,0d3d4103a8d982792345e3409c8a7e513f1c0f74,2.0,1.0,4.0,1.0,1.0,1.0,1997,6,16,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11600,399d20188f3fea5d93d1392fea9181dc7b2a8f17,2.0,1.0,4.0,1.0,1.0,1.0,1998,3,20,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11603,635c38a8c45e1e81acb1d863fe0540eb78b02009,5.0,2.0,3.0,1.0,1.0,3.0,1996,6,13,31.0,2016-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11605,22f3395bad8427d78427f67e9c9128d52cefe410,1.0,1.0,4.0,1.0,1.0,1.0,1998,5,9,41.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11606,e1d4d20fdee68a2c5e7ddceaf36d8726c1fc0f14,5.0,2.0,3.0,1.0,1.0,1.0,1991,3,13,42.0,2010-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11608,747946a4487dcfde7a624ac865080c86c85794f4,1.0,4.0,3.0,3.0,1.0,1.0,1988,5,9,42.0,2013-01-07,,,1.0,0.0,""Engenharia, produção e construção"""
"11610,cd56cf3eb1c89e4f0dfb2e49f91336ff99932af4,2.0,1.0,4.0,1.0,1.0,1.0,1997,2,7,35.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11613,7f1cddfe176ddd7f1c4a49f2f9c696a8876176c7,1.0,4.0,3.0,3.0,1.0,1.0,1994,9,10,41.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"11614,c9d6e71e606528c89f7fb782034ce719501eef29,1.0,4.0,4.0,3.0,1.0,2.0,1992,10,20,42.0,2015-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"11615,1da2e4bc9395e91fc1b13c5305a98d7d56b52107,5.0,2.0,3.0,1.0,1.0,1.0,1994,5,25,42.0,2014-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"11617,dee6363d72a41953904026c5aeb7ae19b97671ae,1.0,1.0,4.0,1.0,1.0,3.0,1990,4,16,,2013-01-01,,1.0,1.0,0.0,""Engenharia, produção e construção"""
"11621,9d909cca6b258ad2987c94e2afda4d50b6eb5584,5.0,2.0,3.0,1.0,1.0,1.0,1992,1,5,42.0,2012-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11623,bd7dff488dae938f6aa87f3237ff32d50a7644f4,4.0,3.0,3.0,3.0,1.0,0.0,1972,1,22,,2008-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"11630,92bca3d38ad3882bc62861603a830565d1813738,1.0,1.0,4.0,1.0,1.0,3.0,1994,5,1,42.0,2014-01-07,,0.0,1.0,,""Engenharia, produção e construção"""
